csv_row,waypoint_x,waypoint_y,projected_s,projected_s_wrapped,projected_x,projected_y,euclidean_error_m,signed_lateral_error_m
46.0,-0.016134,-1.999993,-0.14386750497726553,831.5741412676996,-0.016144870281263823,-2.003008805853097,0.003015825443653805,0.003015825443653805
47.0,-0.016173,-1.999993,-0.1439065057767266,831.5741022669001,-0.016183871285431452,-2.0030086652665617,0.003015684861651555,0.003015684861651555
48.0,-0.016212,-1.999993,-0.14394550657095806,831.5740632661059,-0.016222872279593414,-2.003008524660571,0.0030155442601585655,0.0030155442601585655
49.0,-0.016251,-1.999993,-0.1439845073834931,831.5740242652934,-0.01626187328737424,-2.0030083840350383,0.0030154036391738578,0.0030154036391738578
50.0,-0.01629,-1.999993,-0.14402350765567462,831.5739852650212,-0.016300873749761455,-2.0030082433919785,0.0030152629986958447,0.0030152629986957957
51.0,-0.016328,-1.999993,-0.1440615089975381,831.5739472636793,-0.016338875272627205,-2.0030081063325325,0.003015125945633545,0.003015125945633545
52.0,-0.016367,-1.999993,-0.1441005103021098,831.5739082623747,-0.016377876757979377,-2.003007965647292,0.003014985266666525,0.0030149852666664853
53.0,-0.016406,-1.999993,-0.1441395106166965,831.5738692620602,-0.016416877248740785,-2.003007824946143,0.003014844568203773,0.0030148445682037736
54.0,-0.016446,-1.999993,-0.14417951095742865,831.5738292617194,-0.016456877765266536,-2.003007680616971,0.003014700241834718,0.0030147002418346724
55.0,-0.016484,-1.999993,-0.14421751228644553,831.5737912603904,-0.016494879256619226,-2.0030075434816474,0.003014563112785704,0.003014563112785704
56.0,-0.016523,-1.999993,-0.14425651339115575,831.5737522592857,-0.016533880523246454,-2.003007402719202,0.0030144223558287615,0.00301442235582875
57.0,-0.016562,-1.999993,-0.1442955139635842,831.5737132587133,-0.01657288125296515,-2.0030072619391937,0.00301428157937146,0.00301428157937146
58.0,-0.016601,-1.999993,-0.14433451473803416,831.5736742579388,-0.016611882180056846,-2.0030071211389706,0.0030141407834128864,0.003014140783412885
59.0,-0.01664,-1.999993,-0.1443735156611865,831.5736352570157,-0.016650883250988645,-2.003006980318725,0.0030139999679518648,0.003013999967951865
60.0,-0.016679,-1.999993,-0.144412515901422,831.5735962567754,-0.016689883634477168,-2.0030068394814577,0.0030138591329877166,0.003013859132987652
