elapsed_s,publish_time_s,odometry_time_s,measurement_age_at_takeover_ms,commissioned_delay_ms,command_delay_steps,state_prediction_enabled,x_m,y_m,yaw_rad,speed_mps,yaw_rate_radps,progress_m,lateral_error_m,yaw_error_rad,reference_speed_mps,published_speed_command_mps,published_steering_command_rad,next_reference_speed_mps,next_speed_command_mps,next_steering_command_rad,next_raw_steering_command_rad,next_desired_yaw_rad,next_yaw_compensation_rad,next_inner_yaw_error_rad,next_steering_saturated,next_speed_saturated,controller_compute_s,deadline_met
3.4,18.555,18.53,29.56666669999919,4.566666700000001,1,False,4.389501755412724,-2.0025216757298465,-0.0019025083291400059,3.378364166737277,-0.01176981942970342,4.261753142261153,0.007213619996538906,0.006693116719088855,5.4166666667,5.4166666667,-0.007272797331263657,5.4166666667,5.4166666667,-0.007776714706338924,-0.007776714706338924,-0.010543302447294366,-0.001947677399065505,-0.00864079411815436,False,False,0.0004638350001187064,True
3.5,18.655,18.632,27.566666700000297,4.566666700000001,1,False,4.7407746234264305,-2.003410339381875,-0.00318325423044488,3.509905860153157,-0.01336288521287175,4.613011571764986,0.009517156395973945,0.0063746345518238285,5.4166666667,5.4166666667,-0.007776714706338924,5.4166666667,5.4166666667,-0.008049840100863116,-0.008049840100863116,-0.012127521009181675,-0.0025696322269129655,-0.008944266778736795,False,False,0.0005968179975752719,True
3.6,18.755,18.734,25.566666699997853,4.566666700000001,1,False,5.105038951561338,-2.004825847700935,-0.0046051017080327465,3.633222558690153,-0.014467583471461718,4.977262715962759,0.011744400601139758,0.005814559690820007,5.4166666667,5.4166666667,-0.008049840100863116,5.4166666667,5.4166666667,-0.008086993067814968,-0.008086993067814968,-0.013590649561160488,-0.003170988162307735,-0.008985547853127742,False,False,0.000587278998864349,True
3.7,18.855,18.836,23.566666700002514,4.566666700000001,1,False,5.481480944096987,-2.0068414335138254,-0.006106621516248851,3.7488205202461256,-0.014875306554035324,5.3536950169139725,0.01379629045493932,0.005059252375949402,5.4166666667,5.4166666667,-0.008086993067814968,5.4166666667,5.4166666667,-0.007905825718904715,-0.007905825718904715,-0.014890872315031868,-0.0037249984228336164,-0.008784250798783016,False,False,0.00046799400297459215,True
3.8,18.955,18.938,21.56666670000007,4.566666700000001,1,False,5.86933627744085,-2.0095032514577493,-0.007605518315237099,3.8571638352685023,-0.014383071497850402,5.741546307726248,0.015589825883836195,0.004176819795040192,5.4166666667,5.4166666667,-0.007905825718904715,5.4166666667,5.4166666667,-0.0075474655053083695,-0.0075474655053083695,-0.015991591098913065,-0.004209252988635773,-0.008386072783675966,False,False,0.000497051005368121,True
3.9,19.055,19.04,19.56666670000118,4.566666700000001,1,False,6.267885471549038,-2.0128184614861033,-0.008995539697518781,3.9586598018878565,-0.012691884091191876,6.1400988349751655,0.017070281855845325,0.003260133844215732,5.4166666667,5.4166666667,-0.0075474655053083695,5.4166666667,5.4166666667,-0.007082198950764573,-0.007082198950764573,-0.01686464964281275,-0.004608976101078238,-0.007869109945293969,False,False,0.0005581520017585717,True
4.0,19.155,19.142,17.566666700002287,4.566666700000001,1,False,6.676445826047162,-2.0167377949299836,-0.01012419319823993,4.053592818906992,-0.009471477701638382,6.548670757687159,0.01822894151597846,0.0024490362522512897,5.4166666667,5.4166666667,-0.007082198950764573,5.4166666667,5.4166666667,-0.006633765415408926,-0.006633765415408926,-0.017495043659805403,-0.004921814209314184,-0.007370850461565473,False,False,0.0005174309990252368,True
4.1,19.255,19.244,15.566666699999843,4.566666700000001,1,False,7.094357068010626,-2.0211537811890947,-0.010969626816280317,4.142197418446825,-0.007258524905780485,6.966601629517194,0.01910511807176873,0.0017533886878890043,5.4166666667,5.4166666667,-0.006633765415408926,5.4166666667,5.4166666667,-0.0062205935105399054,-0.0062205935105399054,-0.01788139738354688,-0.005158381879377558,-0.006911770567266561,False,False,0.0006280689995037392,True
4.2,19.355,19.346,13.566666700000951,4.566666700000001,1,False,7.521016434396029,-2.025976816160194,-0.011603631965692746,4.225313726929731,-0.005364299888249095,7.393288405593541,0.019711001458691885,0.00109001438572282,5.4166666667,5.4166666667,-0.0062205935105399054,5.4166666667,5.4166666667,-0.005770786301612665,-0.005770786301612665,-0.018015616745262374,-0.005321970393846809,-0.006411984779569628,False,False,0.0004905979949398898,True
4.3,19.455,19.448,11.566666699998507,4.566666700000001,1,False,7.955884889374694,-2.0311301726109328,-0.012070158548530227,4.30326975159293,-0.003815624417331364,7.828190473735218,0.02004352031165885,0.00046215893340983104,5.4166666667,5.4166666667,-0.005770786301612665,5.4166666667,5.4166666667,-0.005286518475801948,-0.005286518475801948,-0.017944067966087947,-0.00541175048414789,-0.005873909417557719,False,False,0.00046599000052083284,True
